start,end,labels,filepath
23552,31840,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/c5bc9568.wav
0,8288,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/33542424.wav
3072,11360,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/ba7aa4b9.wav
6144,14432,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/7aec9093.wav
0,8288,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/5c3ef8f8.wav
2048,10336,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/8cbf45da.wav
15360,23648,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/d1ea9f1c.wav
0,8288,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/5d506354.wav
1024,9312,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/15936977.wav
2048,10336,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/654f603b.wav
8192,16480,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/64711410.wav
0,8288,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/ce6e6234.wav
4096,12384,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/9f025102.wav
3072,11360,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/dfc73e38.wav
3072,11360,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/60a851e6.wav
12288,20576,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/9d77380c.wav
5120,13408,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/794e1f93.wav
4096,12384,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/16b7dc4c.wav
5120,13408,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/cc2a5c6e.wav
23552,31840,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/385b1b1e.wav
2048,10336,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/aa572f3a.wav
4096,12384,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/3a2ad750.wav
5120,13408,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/2c40f9de.wav
12288,20576,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/d44119a6.wav
0,8288,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/f0c27439.wav
6144,14432,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/9ba695ad.wav
17408,25696,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/9bbae287.wav
9216,17504,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/cb14c45c.wav
5120,13408,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/ec631dd3.wav
0,8288,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/84e4fa67.wav
3072,11360,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/1e761a0d.wav
5120,13408,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/09c3bf9c.wav
0,8288,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/5b447eb9.wav
1024,9312,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/d50ad2df.wav
0,8288,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/8929a346.wav
0,8288,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/97fbd437.wav
20480,28768,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/776ff6f2.wav
10240,18528,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/63d2ecc7.wav
0,8288,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/c89ebf5a.wav
5120,13408,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/04b8c8e3.wav
15360,23648,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/f4f4ba29.wav
6144,14432,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/76082955.wav
18432,26720,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/8dc64b95.wav
6144,14432,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/04b8360a.wav
0,8288,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/a7b4e842.wav
8192,16480,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/9d035e32.wav
0,8288,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/cc9ff6ed.wav
1024,9312,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/5106d3ad.wav
21504,29792,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/4c7c0cb1.wav
1024,9312,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/b109f949.wav
9216,17504,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/a836fa49.wav
6144,14432,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/6b65d2ad.wav
0,8288,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/6b8344e5.wav
0,8288,Cricket,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/7d08da96.wav
14336,22624,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/8dbe558d.wav
1024,9312,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/56e61516.wav
4096,12384,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/ef71ba8c.wav
9216,17504,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/c21c051b.wav
3072,11360,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/1a081dec.wav
8192,16480,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/2da03489.wav
3072,11360,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/eb767735.wav
2048,10336,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/d25787d3.wav
1024,9312,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/d8868429.wav
0,8288,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/99a9e15b.wav
2048,10336,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/72442560.wav
1024,9312,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/e530f65d.wav
1024,9312,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/0073825a.wav
0,8288,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/f56327c3.wav
1024,9312,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/ba9be42f.wav
0,8288,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/3da80f0f.wav
6144,14432,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/30d491da.wav
6144,14432,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/937b5bfd.wav
1024,9312,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/449ffcab.wav
7168,15456,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/c34affca.wav
1024,9312,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/81c1bcf3.wav
3072,11360,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/b6e7a858.wav
1024,9312,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/ff2cb6d4.wav
2048,10336,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/b4ad0386.wav
1024,9312,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/1d51b418.wav
9216,17504,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/db9fc1bb.wav
1024,9312,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/2da03489.wav
2048,10336,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/e96e4dc9.wav
3072,11360,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/4c9be9e8.wav
5120,13408,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/d5bf141f.wav
18432,26720,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/dd096f59.wav
0,8288,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/bf4f4626.wav
1024,9312,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/db198721.wav
1024,9312,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/f778fbba.wav
4096,12384,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/e98c835f.wav
1024,9312,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/4a19253c.wav
2048,10336,Crowd,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/dabca820.wav
45056,53344,"Crowd,Dishes_and_pots_and_pans",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/99580c64.wav
0,8288,"Crowd,Gasp",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/ec887de7.wav
0,8288,"Crowd,Screaming",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/cb385f1e.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/f55a6870.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/e6b5c733.wav
3072,11360,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/c7236059.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/f7b37341.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/8e21761d.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/cc8e24b1.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/de9515fe.wav
1024,9312,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/7d1c86f5.wav
9216,17504,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/d69a1909.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/2b9d92b9.wav
5120,13408,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/d703f15b.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/8ab0c389.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/ae9226dc.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/2e5fa425.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/7f6469d1.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/e903be1e.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/09a3f30d.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/a2567e1f.wav
3072,11360,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/9bc49e29.wav
2048,10336,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/ae31d6b3.wav
2048,10336,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/ca5eebba.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/09a3f30d.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/4ec897da.wav
11264,19552,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/45e2928a.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/92601183.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/5af7b603.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/e6432738.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/78267e9d.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/ec88c693.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/7e739286.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/98d6cf3a.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/07889e0f.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/c0fa9819.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/3a791894.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/84bab977.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/299a95ba.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/7f2ffa25.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/8e3c18b2.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/b6ad0947.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/1cf40f8a.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/c44e9e5f.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/72ab7940.wav
10240,18528,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/c5e20bc6.wav
1024,9312,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/653850f6.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/a82277d1.wav
1024,9312,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/c5e20bc6.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/05e4ad19.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/52c70e44.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/653850f6.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/8209bf35.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/20e7a4a5.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/48ccc9b9.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/5ec6f01a.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/8c2b6649.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/9d020e00.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/f2935bc9.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/7bc5dbae.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/a57e42e8.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/0ee9f15d.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/345576c7.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/bc3f4382.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/6a457d0d.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/9994a39e.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/a8e6a85c.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/7419fde6.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/94e0e440.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/0a384bc7.wav
4096,12384,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/45003415.wav
1024,9312,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/b3566265.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/5e622db6.wav
0,8288,Cupboard_open_or_close,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/359068cb.wav
0,8288,"Cupboard_open_or_close,Drawer_open_or_close",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/6e34209a.wav
0,8288,"Cupboard_open_or_close,Squeak",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/16406a8c.wav
1024,9312,"Cupboard_open_or_close,Squeak",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/52e339ae.wav
0,8288,"Cupboard_open_or_close,Squeak",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/53b43ba1.wav
0,8288,"Cupboard_open_or_close,Squeak",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/27348d4f.wav
0,8288,"Cupboard_open_or_close,Squeak",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/8dc2852a.wav
2048,10336,"Cupboard_open_or_close,Squeak",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/c5e20bc6.wav
5120,13408,"Cupboard_open_or_close,Walk_and_footsteps",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/a92f3c97.wav
0,8288,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/57dab015.wav
1024,9312,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/77b76c18.wav
0,8288,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/c47c51e5.wav
2048,10336,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/d66b0a91.wav
0,8288,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/af93284f.wav
0,8288,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/e83b92d2.wav
0,8288,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/5d241285.wav
0,8288,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/8f941cc5.wav
0,8288,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/606684ff.wav
0,8288,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/b854e587.wav
0,8288,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/4bf171d7.wav
0,8288,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/f91db8c8.wav
0,8288,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/08903981.wav
0,8288,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/5ac84462.wav
4096,12384,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/16dda2ae.wav
1024,9312,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/52745c1b.wav
0,8288,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/b4e4d620.wav
0,8288,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/d6390b6d.wav
0,8288,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/2d355786.wav
0,8288,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/9e552218.wav
0,8288,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/ed332bda.wav
0,8288,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/8394142c.wav
0,8288,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/1c693c61.wav
0,8288,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/a6e6c971.wav
0,8288,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/9364e889.wav
2048,10336,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/73f41837.wav
0,8288,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/775ecfc8.wav
0,8288,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/f5fd9f08.wav
0,8288,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/a60fb107.wav
0,8288,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/b5a4ee47.wav
47104,55392,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/906f2c54.wav
0,8288,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/840a0fde.wav
0,8288,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/386c7190.wav
0,8288,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/e3ec820b.wav
3072,11360,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/e4078bdf.wav
0,8288,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/b0241098.wav
0,8288,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/dcb91468.wav
0,8288,Cutlery_and_silverware,/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/5d33d362.wav
0,8288,"Cutlery_and_silverware,Dishes_and_pots_and_pans",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/758a93fc.wav
0,8288,"Cutlery_and_silverware,Dishes_and_pots_and_pans",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/bf26945c.wav
0,8288,"Cutlery_and_silverware,Dishes_and_pots_and_pans",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/cf35696d.wav
0,8288,"Cutlery_and_silverware,Dishes_and_pots_and_pans",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/cc548b03.wav
0,8288,"Cutlery_and_silverware,Dishes_and_pots_and_pans",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/979db468.wav
0,8288,"Cutlery_and_silverware,Dishes_and_pots_and_pans",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/9950cecb.wav
0,8288,"Cutlery_and_silverware,Dishes_and_pots_and_pans",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/0e7b1902.wav
0,8288,"Cutlery_and_silverware,Dishes_and_pots_and_pans",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/0f3e8cd2.wav
0,8288,"Cutlery_and_silverware,Dishes_and_pots_and_pans",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/6f7b53a3.wav
0,8288,"Cutlery_and_silverware,Dishes_and_pots_and_pans",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/c6ec3d5a.wav
4096,12384,"Cutlery_and_silverware,Dishes_and_pots_and_pans",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/0f57c1ab.wav
0,8288,"Cutlery_and_silverware,Dishes_and_pots_and_pans",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/1f887d49.wav
0,8288,"Cutlery_and_silverware,Dishes_and_pots_and_pans",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/0c4daa47.wav
0,8288,"Cutlery_and_silverware,Dishes_and_pots_and_pans",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/7c4c948c.wav
0,8288,"Cutlery_and_silverware,Dishes_and_pots_and_pans",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/69d889eb.wav
0,8288,"Cutlery_and_silverware,Dishes_and_pots_and_pans",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/2eb0e436.wav
0,8288,"Cutlery_and_silverware,Dishes_and_pots_and_pans",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/4e9a4d1a.wav
0,8288,"Cutlery_and_silverware,Dishes_and_pots_and_pans",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/faff07d0.wav
0,8288,"Cutlery_and_silverware,Dishes_and_pots_and_pans",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/9e7e1409.wav
0,8288,"Cutlery_and_silverware,Dishes_and_pots_and_pans",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/82273b41.wav
0,8288,"Cutlery_and_silverware,Dishes_and_pots_and_pans",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/0efbb215.wav
0,8288,"Cutlery_and_silverware,Dishes_and_pots_and_pans",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/82333d0b.wav
0,8288,"Cutlery_and_silverware,Dishes_and_pots_and_pans",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/9428cb53.wav
0,8288,"Cutlery_and_silverware,Dishes_and_pots_and_pans",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/6dce42db.wav
0,8288,"Cutlery_and_silverware,Dishes_and_pots_and_pans",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/d349d1c7.wav
0,8288,"Cutlery_and_silverware,Dishes_and_pots_and_pans",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/17702ec2.wav
0,8288,"Cutlery_and_silverware,Dishes_and_pots_and_pans",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/e5392c3b.wav
0,8288,"Cutlery_and_silverware,Dishes_and_pots_and_pans",/media/ren/crucial/Projects/freesound_audio_tagging/data/train_curated/30d80624.wav
